,rd_2003,total_income_2003,rd_intensity_2003,a4,log_num_disputes,ownership1,ownership2,ownership3,ownership4,ownership5,ownership6,ownership7,ownership8,ownership9,simulated_rd_intensity,simulated_rd_intensity2
1552,4000.0,12384.0,0.32299742,5,0.0,0,0,0,0,1,0,0,0,0,0.09007639188233038,0.06126011050201665
1553,252.0,118139.0,0.0021330805,1,0.0,1,0,0,0,0,0,0,0,0,0.0021330805,0.0021330805
1554,18.0,93491.0,0.00019253191,4,0.0,0,0,0,1,0,0,0,0,0,0.00019253191,0.00019253191
1555,4805.0,96069.0,0.050016135,8,0.0,0,0,0,0,0,0,0,1,0,0.050016135,0.050016135
1556,160.0,46378.0,0.0034499115,1,0.0,1,0,0,0,0,0,0,0,0,0.0034499115,0.0034499115
1557,5400.0,124958.0,0.043214519,4,0.0,0,0,0,1,0,0,0,0,0,0.043214519,0.043214519
1558,14230.0,106852.0,0.13317485,1,0.0,1,0,0,0,0,0,0,0,0,0.13317485,0.13317485
1559,350.0,79024.0,0.0044290344,2,0.0,0,1,0,0,0,0,0,0,0,0.0044290344,0.0044290344
1560,600.0,17599.0,0.034092847,4,0.0,0,0,0,1,0,0,0,0,0,0.034092847,0.034092847
1561,80.0,25923.0,0.0030860626,2,0.0,0,1,0,0,0,0,0,0,0,0.0030860626,0.0030860626
1562,10.0,53802.0,0.00018586669,6,1.0986123,0,0,0,0,0,1,0,0,0,0.00018586669,0.00018586669
1563,20.0,39799.0,0.00050252519,4,0.0,0,0,0,1,0,0,0,0,0,0.00050252519,0.00050252519
1564,80.0,84935.0,0.00094189675,3,0.0,0,0,1,0,0,0,0,0,0,0.00094189675,0.00094189675
1565,2528.0,84810.0,0.029807806,1,0.69314718,1,0,0,0,0,0,0,0,0,0.029807806,0.029807806
1566,96.0,43210.0,0.002221708,8,0.0,0,0,0,0,0,0,0,1,0,0.002221708,0.002221708
1567,253.0,22766.0,0.011113063,1,0.0,1,0,0,0,0,0,0,0,0,0.011113063,0.011113063
1568,700.0,41688.0,0.016791403,4,0.0,0,0,0,1,0,0,0,0,0,0.016791403,0.016791403
1569,700.0,46410.0,0.015082956,4,1.6094379,0,0,0,1,0,0,0,0,0,0.015082956,0.015082956
1570,15.0,63636.0,0.00023571563,8,1.0986123,0,0,0,0,0,0,0,1,0,0.00023571563,0.00023571563
1571,523.0,38224.0,0.013682503,4,0.0,0,0,0,1,0,0,0,0,0,0.013682503,0.013682503
1572,300.0,34850.0,0.0086083217,7,1.0986123,0,0,0,0,0,0,1,0,0,0.0086083217,0.0086083217
1573,600.0,39197.0,0.015307294,6,0.0,0,0,0,0,0,1,0,0,0,0.015307294,0.015307294
1574,2555.0,33577.0,0.076093756,8,0.0,0,0,0,0,0,0,0,1,0,0.076093756,0.076093756
1575,789.0,17381.0,0.045394395,5,0.0,0,0,0,0,1,0,0,0,0,0.06075348534549001,0.05477350448423342
1576,8.0,3686.0,0.0021703744,4,0.0,0,0,0,1,0,0,0,0,0,0.0021703744,0.0021703744
1577,340.0,20828.0,0.016324179,6,0.0,0,0,0,0,0,1,0,0,0,0.016324179,0.016324179
1578,85.0,11627.0,0.0073105702,4,0.0,0,0,0,1,0,0,0,0,0,0.0073105702,0.0073105702
1579,53050.0,5460963.0,0.0097144041,1,0.0,1,0,0,0,0,0,0,0,0,0.0097144041,0.0097144041
1580,72110.0,1364343.0,0.052853279,5,0.0,0,0,0,0,1,0,0,0,0,0.06717566090319066,0.0505393920944794
1581,4973.0,1439474.0,0.0034547341,5,0.69314718,0,0,0,0,1,0,0,0,0,0.047359190577748116,0.20253031548932032
1582,24.0,449435.0,5.3400381e-05,3,0.0,0,0,1,0,0,0,0,0,0,5.3400381e-05,5.3400381e-05
1583,87122.0,2074070.0,0.042005334,7,3.4339871,0,0,0,0,0,0,1,0,0,0.042005334,0.042005334
1584,265.0,2705112.0,9.7962671e-05,4,0.69314718,0,0,0,1,0,0,0,0,0,9.7962671e-05,9.7962671e-05
1585,4141.0,201676.0,0.020532934,5,1.7917595,0,0,0,0,1,0,0,0,0,0.05154886423967324,0.4133672138366745
1586,300.0,78407.0,0.0038261891,4,0.0,0,0,0,1,0,0,0,0,0,0.0038261891,0.0038261891
1587,9.0,3942.0,0.0022831049,6,0.0,0,0,0,0,0,1,0,0,0,0.0022831049,0.0022831049
1588,1000.0,533928.0,0.0018729117,7,0.0,0,0,0,0,0,0,1,0,0,0.0018729117,0.0018729117
1589,1000.0,961994.0,0.0010395076,4,0.0,0,0,0,1,0,0,0,0,0,0.0010395076,0.0010395076
1590,80.0,17860.0,0.0044792835,9,0.0,0,0,0,0,0,0,0,0,1,0.0044792835,0.0044792835
1591,26000.0,2166979.0,0.011998271,1,2.1972246,1,0,0,0,0,0,0,0,0,0.011998271,0.011998271
1592,46170.0,1013040.0,0.045575693,8,0.0,0,0,0,0,0,0,0,1,0,0.045575693,0.045575693
1593,1.0,17090.0,5.851375e-05,5,0.0,0,0,0,0,1,0,0,0,0,0.054311320436714,0.038714251554791294
1594,2010.0,3280218.0,0.00061276415,4,0.0,0,0,0,1,0,0,0,0,0,0.00061276415,0.00061276415
1595,5117.0,3429306.0,0.0014921386,8,0.0,0,0,0,0,0,0,0,1,0,0.0014921386,0.0014921386
1596,31617.0,717547.0,0.044062618,5,1.7917595,0,0,0,0,1,0,0,0,0,0.07286977634522883,0.4001111550402252
1597,280.0,146535.0,0.0019108063,4,0.0,0,0,0,1,0,0,0,0,0,0.0019108063,0.0019108063
1598,3.0,144233.0,2.0799678e-05,7,0.0,0,0,0,0,0,0,1,0,0,2.0799678e-05,2.0799678e-05
1599,297800.0,5856934.0,0.050845716,8,1.0986123,0,0,0,0,0,0,0,1,0,0.050845716,0.050845716
1600,184530.0,4250640.0,0.043412287,9,2.3978953,0,0,0,0,0,0,0,0,1,0.043412287,0.043412287
1601,3500.0,687003.0,0.005094592,6,1.7917595,0,0,0,0,0,1,0,0,0,0.005094592,0.005094592
1602,9220.0,5937948.0,0.001552725,4,0.69314718,0,0,0,1,0,0,0,0,0,0.001552725,0.001552725
1603,2865.0,862171.0,0.0033230067,1,0.69314718,1,0,0,0,0,0,0,0,0,0.0033230067,0.0033230067
1604,500.0,554230.0,0.00090215256,2,0.0,0,1,0,0,0,0,0,0,0,0.00090215256,0.00090215256
1605,34.0,186830.0,0.00018198362,8,0.0,0,0,0,0,0,0,0,1,0,0.00018198362,0.00018198362
1606,9000.0,11369169.0,0.00079161458,2,0.0,0,1,0,0,0,0,0,0,0,0.00079161458,0.00079161458
1607,15.0,232515.0,6.4511965e-05,8,0.0,0,0,0,0,0,0,0,1,0,6.4511965e-05,6.4511965e-05
1608,84790.0,1723050.0,0.049209252,2,0.0,0,1,0,0,0,0,0,0,0,0.049209252,0.049209252
1609,5.0,2073.0,0.0024119634,4,0.0,0,0,0,1,0,0,0,0,0,0.0024119634,0.0024119634
1610,58850.0,4417183.0,0.013322971,4,0.0,0,0,0,1,0,0,0,0,0,0.013322971,0.013322971
1611,49800.0,3091432.0,0.01610904,2,0.0,0,1,0,0,0,0,0,0,0,0.01610904,0.01610904
1612,1000.0,349224.0,0.0028634917,4,0.0,0,0,0,1,0,0,0,0,0,0.0028634917,0.0028634917
1613,1200.0,7171390.0,0.00016733157,4,1.9459101,0,0,0,1,0,0,0,0,0,0.00016733157,0.00016733157
1614,8200.0,1551723.9,0.0052844454,4,0.0,0,0,0,1,0,0,0,0,0,0.0052844454,0.0052844454
1615,6431.0,1302408.0,0.0049377768,4,0.0,0,0,0,1,0,0,0,0,0,0.0049377768,0.0049377768
1616,4535.0,337447.0,0.013439148,8,0.0,0,0,0,0,0,0,0,1,0,0.013439148,0.013439148
1617,3000.0,219520.0,0.013666181,5,0.0,0,0,0,0,1,0,0,0,0,0.05986616414749984,0.051130274231710855
1618,80.0,24938.0,0.0032079557,3,0.0,0,0,1,0,0,0,0,0,0,0.0032079557,0.0032079557
1619,50.0,1999.0,0.025012506,4,0.0,0,0,0,1,0,0,0,0,0,0.025012506,0.025012506
1620,30.0,1621.0,0.018507095,4,0.0,0,0,0,1,0,0,0,0,0,0.018507095,0.018507095
1621,2500.0,2052940.0,0.0012177657,4,0.0,0,0,0,1,0,0,0,0,0,0.0012177657,0.0012177657
1622,825.0,208245.0,0.0039616795,4,0.0,0,0,0,1,0,0,0,0,0,0.0039616795,0.0039616795
1623,35000.0,1179480.0,0.029674094,4,2.3978953,0,0,0,1,0,0,0,0,0,0.029674094,0.029674094
1624,84000.0,1001880.0,0.083842374,8,0.0,0,0,0,0,0,0,0,1,0,0.083842374,0.083842374
1625,200.0,749847.0,0.00026672106,4,0.69314718,0,0,0,1,0,0,0,0,0,0.00026672106,0.00026672106
1626,50.0,4530.0,0.011037528,4,0.0,0,0,0,1,0,0,0,0,0,0.011037528,0.011037528
1627,148.0,113567.0,0.0013031955,4,0.0,0,0,0,1,0,0,0,0,0,0.0013031955,0.0013031955
1628,6.0,3932.0,0.001525941,3,0.69314718,0,0,1,0,0,0,0,0,0,0.001525941,0.001525941
1629,62.0,3681.0,0.01684325,3,2.3978953,0,0,1,0,0,0,0,0,0,0.01684325,0.01684325
1630,220.0,142442.0,0.0015444882,4,0.0,0,0,0,1,0,0,0,0,0,0.0015444882,0.0015444882
1631,879.0,243823.0,0.0036050742,5,0.0,0,0,0,0,1,0,0,0,0,0.050209468439318075,0.055022711482891756
1632,1461.0,3953937.0,0.00036950514,1,0.0,1,0,0,0,0,0,0,0,0,0.00036950514,0.00036950514
1633,146640.0,2217290.0,0.066134788,1,2.3025851,1,0,0,0,0,0,0,0,0,0.066134788,0.066134788
1634,54266.398,3559654.0,0.015244852,5,0.0,0,0,0,0,1,0,0,0,0,0.04184427564300143,0.05994419841001754
1635,800.0,963791.0,0.00083005551,1,1.0986123,1,0,0,0,0,0,0,0,0,0.00083005551,0.00083005551
1636,30123.0,1394919.0,0.021594802,5,0.0,0,0,0,0,1,0,0,0,0,0.0543009013138403,0.052529960274869066
1637,21138.0,614099.0,0.034421161,7,0.0,0,0,0,0,0,0,1,0,0,0.034421161,0.034421161
1638,830.0,789225.0,0.0010516646,4,0.0,0,0,0,1,0,0,0,0,0,0.0010516646,0.0010516646
1639,1040.0,684491.0,0.0015193772,4,0.0,0,0,0,1,0,0,0,0,0,0.0015193772,0.0015193772
1640,2984.0,667627.0,0.0044695614,8,0.0,0,0,0,0,0,0,0,1,0,0.0044695614,0.0044695614
1641,4676.0,302345.0,0.015465776,4,1.0986123,0,0,0,1,0,0,0,0,0,0.015465776,0.015465776
1642,330.0,223512.0,0.0014764308,4,0.0,0,0,0,1,0,0,0,0,0,0.0014764308,0.0014764308
1643,2729.0,570795.0,0.0047810511,8,1.6094379,0,0,0,0,0,0,0,1,0,0.0047810511,0.0047810511
1644,3600.0,190459.0,0.018901706,4,3.583519,0,0,0,1,0,0,0,0,0,0.018901706,0.018901706
1645,420.0,39326.0,0.010679957,5,0.0,0,0,0,0,1,0,0,0,0,0.057112386491002254,0.042989833520352384
1646,80.0,161800.0,0.00049443758,4,0.0,0,0,0,1,0,0,0,0,0,0.00049443758,0.00049443758
1647,6583.0,136182.0,0.048339721,4,2.3978953,0,0,0,1,0,0,0,0,0,0.048339721,0.048339721
1648,2373.6001,140907.2,0.016845129,1,0.0,1,0,0,0,0,0,0,0,0,0.016845129,0.016845129
1649,2100.0,75193.0,0.027928131,8,0.0,0,0,0,0,0,0,0,1,0,0.027928131,0.027928131
1650,169.0,225130.0,0.00075067737,5,0.0,0,0,0,0,1,0,0,0,0,0.03558524864153522,0.054470393807003505
1651,4290.0,165884.0,0.025861446,8,0.0,0,0,0,0,0,0,0,1,0,0.025861446,0.025861446
1652,42.0,82550.0,0.00050878257,7,0.0,0,0,0,0,0,0,1,0,0,0.00050878257,0.00050878257
1653,2600.0,66380.0,0.039168425,1,1.0986123,1,0,0,0,0,0,0,0,0,0.039168425,0.039168425
1654,4600.0,94210.0,0.048827089,1,1.0986123,1,0,0,0,0,0,0,0,0,0.048827089,0.048827089
1655,150.0,82472.0,0.0018187991,4,0.0,0,0,0,1,0,0,0,0,0,0.0018187991,0.0018187991
1656,160.0,38776.0,0.0041262638,4,0.0,0,0,0,1,0,0,0,0,0,0.0041262638,0.0041262638
1657,302.0,45794.0,0.0065947506,4,0.0,0,0,0,1,0,0,0,0,0,0.0065947506,0.0065947506
1658,32.0,73206.0,0.00043712265,4,1.6094379,0,0,0,1,0,0,0,0,0,0.00043712265,0.00043712265
1659,9290.0,67300.0,0.13803864,6,0.0,0,0,0,0,0,1,0,0,0,0.13803864,0.13803864
1660,300.0,56312.0,0.0053274613,7,0.0,0,0,0,0,0,0,1,0,0,0.0053274613,0.0053274613
1661,400.0,108544.0,0.0036851414,4,0.0,0,0,0,1,0,0,0,0,0,0.0036851414,0.0036851414
1662,161.0,36378.0,0.004425752,4,3.9318256,0,0,0,1,0,0,0,0,0,0.004425752,0.004425752
1663,25.0,51890.0,0.00048178839,4,0.0,0,0,0,1,0,0,0,0,0,0.00048178839,0.00048178839
1664,200.0,54810.0,0.0036489691,4,0.0,0,0,0,1,0,0,0,0,0,0.0036489691,0.0036489691
1665,662.0,42926.0,0.015421889,4,1.6094379,0,0,0,1,0,0,0,0,0,0.015421889,0.015421889
1666,20.0,17218.0,0.0011615751,5,0.0,0,0,0,0,1,0,0,0,0,0.05123714207111416,0.06466278591389889
1667,342.0,35587.0,0.0096102506,4,0.0,0,0,0,1,0,0,0,0,0,0.0096102506,0.0096102506
1668,420.0,39346.0,0.010674529,5,0.0,0,0,0,0,1,0,0,0,0,0.041646566051778,0.06643207530311808
1669,18.0,36805.0,0.00048906397,2,0.0,0,1,0,0,0,0,0,0,0,0.00048906397,0.00048906397
1670,13.0,471.0,0.027600849,8,0.0,0,0,0,0,0,0,0,1,0,0.027600849,0.027600849
1671,317.0,37847.0,0.0083758291,1,0.0,1,0,0,0,0,0,0,0,0,0.0083758291,0.0083758291
1672,40.0,39180.0,0.0010209291,4,0.0,0,0,0,1,0,0,0,0,0,0.0010209291,0.0010209291
1673,1194.0,63689.0,0.01874735,4,0.69314718,0,0,0,1,0,0,0,0,0,0.01874735,0.01874735
1674,500.0,33750.0,0.014814815,6,0.0,0,0,0,0,0,1,0,0,0,0.014814815,0.014814815
1675,35.0,40477.0,0.0008646886,8,0.0,0,0,0,0,0,0,0,1,0,0.0008646886,0.0008646886
1676,761.0,11369.0,0.066936404,4,0.0,0,0,0,1,0,0,0,0,0,0.066936404,0.066936404
1677,10.0,24305.0,0.00041143797,4,0.69314718,0,0,0,1,0,0,0,0,0,0.00041143797,0.00041143797
1678,50.0,17000.0,0.0029411765,4,0.0,0,0,0,1,0,0,0,0,0,0.0029411765,0.0029411765
1679,6.0,17400.0,0.0003448276,5,0.0,0,0,0,0,1,0,0,0,0,0.06851972341339947,0.049473675217044086
1680,113.0,9593.0,0.011779423,6,0.0,0,0,0,0,0,1,0,0,0,0.011779423,0.011779423
1681,20.0,10242.0,0.0019527436,4,0.0,0,0,0,1,0,0,0,0,0,0.0019527436,0.0019527436
1682,27.0,1560.0,0.017307693,8,0.0,0,0,0,0,0,0,0,1,0,0.017307693,0.017307693
1683,189.0,121425.0,0.0015565164,4,0.0,0,0,0,1,0,0,0,0,0,0.0015565164,0.0015565164
1684,3.5,5411.0,0.00064683054,6,0.0,0,0,0,0,0,1,0,0,0,0.00064683054,0.00064683054
1685,110.0,13544.0,0.0081216777,4,1.0986123,0,0,0,1,0,0,0,0,0,0.0081216777,0.0081216777
1686,80.0,9764.0,0.0081933634,2,1.7917595,0,1,0,0,0,0,0,0,0,0.0081933634,0.0081933634
1687,80.0,7205.0,0.0111034,4,0.0,0,0,0,1,0,0,0,0,0,0.0111034,0.0111034
1688,911.20001,11394.4,0.079969108,4,0.0,0,0,0,1,0,0,0,0,0,0.079969108,0.079969108
1689,276.0,7891.0,0.034976557,1,0.0,1,0,0,0,0,0,0,0,0,0.034976557,0.034976557
1690,42.0,4320.0,0.0097222226,4,0.0,0,0,0,1,0,0,0,0,0,0.0097222226,0.0097222226
1691,3.0,5607.0,0.00053504546,6,0.0,0,0,0,0,0,1,0,0,0,0.00053504546,0.00053504546
1692,100.0,5400.0,0.018518519,4,0.0,0,0,0,1,0,0,0,0,0,0.018518519,0.018518519
1693,5.0,3494.0,0.0014310246,2,0.0,0,1,0,0,0,0,0,0,0,0.0014310246,0.0014310246
1694,30.0,4254.0,0.0070521859,4,0.0,0,0,0,1,0,0,0,0,0,0.0070521859,0.0070521859
1695,76.0,8158.0,0.0093160085,6,0.0,0,0,0,0,0,1,0,0,0,0.0093160085,0.0093160085
1696,12.0,10101.0,0.0011880012,1,0.0,1,0,0,0,0,0,0,0,0,0.0011880012,0.0011880012
1697,70.0,2646.0,0.026455026,6,0.0,0,0,0,0,0,1,0,0,0,0.026455026,0.026455026
1698,150.0,20380.0,0.0073601571,6,1.0986123,0,0,0,0,0,1,0,0,0,0.0073601571,0.0073601571
1699,120.0,1974.0,0.060790274,6,0.69314718,0,0,0,0,0,1,0,0,0,0.060790274,0.060790274
1700,25.0,6228.0,0.0040141298,6,0.0,0,0,0,0,0,1,0,0,0,0.0040141298,0.0040141298
1701,298.0,98967.0,0.0030111047,4,0.0,0,0,0,1,0,0,0,0,0,0.0030111047,0.0030111047
1702,30000.0,4264979.0,0.0070340321,4,0.0,0,0,0,1,0,0,0,0,0,0.0070340321,0.0070340321
1703,420.0,3793200.0,0.00011072445,4,2.5649493,0,0,0,1,0,0,0,0,0,0.00011072445,0.00011072445
1704,13303.0,1560797.0,0.00852321,1,0.0,1,0,0,0,0,0,0,0,0,0.00852321,0.00852321
1705,48320.0,1727675.0,0.027968222,5,0.0,0,0,0,0,1,0,0,0,0,0.05951402665676211,0.06018553081845614
1706,1800.0,1228344.0,0.0014653875,4,0.0,0,0,0,1,0,0,0,0,0,0.0014653875,0.0014653875
1707,8964.0,779272.0,0.011503044,4,1.0986123,0,0,0,1,0,0,0,0,0,0.011503044,0.011503044
1708,1534.0,522744.0,0.0029345148,4,0.0,0,0,0,1,0,0,0,0,0,0.0029345148,0.0029345148
1709,18000.0,1545612.0,0.011645872,2,0.69314718,0,1,0,0,0,0,0,0,0,0.011645872,0.011645872
1710,32670.0,476690.0,0.068535104,1,1.3862944,1,0,0,0,0,0,0,0,0,0.068535104,0.068535104
1711,751.0,315001.0,0.0023841194,4,1.3862944,0,0,0,1,0,0,0,0,0,0.0023841194,0.0023841194
1712,1000.0,366399.0,0.002729265,3,1.3862944,0,0,1,0,0,0,0,0,0,0.002729265,0.002729265
1713,1000.0,254234.0,0.0039333841,4,0.0,0,0,0,1,0,0,0,0,0,0.0039333841,0.0039333841
1714,21650.0,545293.0,0.039703425,8,0.0,0,0,0,0,0,0,0,1,0,0.039703425,0.039703425
1715,127.0,250733.0,0.00050651492,3,0.69314718,0,0,1,0,0,0,0,0,0,0.00050651492,0.00050651492
1716,6000.0,351383.0,0.017075386,4,0.0,0,0,0,1,0,0,0,0,0,0.017075386,0.017075386
1717,1801.0,357844.0,0.0050329193,4,0.0,0,0,0,1,0,0,0,0,0,0.0050329193,0.0050329193
1718,252.0,361136.0,0.00069779804,4,0.0,0,0,0,1,0,0,0,0,0,0.00069779804,0.00069779804
1719,3718.0,238484.0,0.015590144,5,0.0,0,0,0,0,1,0,0,0,0,0.05990868605681411,0.07180840363100637
1720,80.0,281209.0,0.00028448593,5,0.69314718,0,0,0,0,1,0,0,0,0,0.04732867232120973,0.19625321732324125
1721,300.0,172658.0,0.001737539,6,0.0,0,0,0,0,0,1,0,0,0,0.001737539,0.001737539
1722,5155.0,118857.0,0.043371446,4,0.0,0,0,0,1,0,0,0,0,0,0.043371446,0.043371446
1723,40.0,77224.0,0.00051797368,2,0.0,0,1,0,0,0,0,0,0,0,0.00051797368,0.00051797368
1724,3090.0,198235.0,0.01558756,8,0.0,0,0,0,0,0,0,0,1,0,0.01558756,0.01558756
1725,54.0,161649.0,0.00033405711,4,0.0,0,0,0,1,0,0,0,0,0,0.00033405711,0.00033405711
1726,1100.0,243832.0,0.0045113028,4,2.7725887,0,0,0,1,0,0,0,0,0,0.0045113028,0.0045113028
1727,6385.0,212893.0,0.029991591,7,1.3862944,0,0,0,0,0,0,1,0,0,0.029991591,0.029991591
1728,247.0,125754.0,0.0019641523,4,0.0,0,0,0,1,0,0,0,0,0,0.0019641523,0.0019641523
1729,200.0,111772.0,0.0017893569,6,0.0,0,0,0,0,0,1,0,0,0,0.0017893569,0.0017893569
1730,340.0,111514.0,0.0030489445,7,0.0,0,0,0,0,0,0,1,0,0,0.0030489445,0.0030489445
1731,600.0,55879.0,0.010737486,4,0.0,0,0,0,1,0,0,0,0,0,0.010737486,0.010737486
1732,50.0,108222.0,0.00046201327,4,1.0986123,0,0,0,1,0,0,0,0,0,0.00046201327,0.00046201327
1733,167.0,78897.0,0.0021166839,7,0.0,0,0,0,0,0,0,1,0,0,0.0021166839,0.0021166839
1734,600.0,93544.0,0.006414094,4,0.0,0,0,0,1,0,0,0,0,0,0.006414094,0.006414094
1735,35.0,72294.0,0.00048413422,4,0.69314718,0,0,0,1,0,0,0,0,0,0.00048413422,0.00048413422
1736,7500.0,94468.0,0.079391964,7,1.0986123,0,0,0,0,0,0,1,0,0,0.079391964,0.079391964
1737,3464.0,72368.0,0.04786646,4,0.69314718,0,0,0,1,0,0,0,0,0,0.04786646,0.04786646
1738,136.0,30237.0,0.0044978005,8,0.0,0,0,0,0,0,0,0,1,0,0.0044978005,0.0044978005
1739,128.0,81867.0,0.0015635116,6,0.0,0,0,0,0,0,1,0,0,0,0.0015635116,0.0015635116
1740,8.0,58084.0,0.00013773156,5,0.0,0,0,0,0,1,0,0,0,0,0.04881277219463524,0.026991785035564226
1741,63.0,58584.0,0.001075379,4,0.0,0,0,0,1,0,0,0,0,0,0.001075379,0.001075379
1742,38.0,62081.0,0.00061210355,3,0.0,0,0,1,0,0,0,0,0,0,0.00061210355,0.00061210355
1743,350.0,55549.0,0.0063007437,8,2.3978953,0,0,0,0,0,0,0,1,0,0.0063007437,0.0063007437
1744,8000.0,49068.0,0.16303904,7,0.0,0,0,0,0,0,0,1,0,0,0.16303904,0.16303904
1745,200.0,51576.0,0.0038777727,1,0.0,1,0,0,0,0,0,0,0,0,0.0038777727,0.0038777727
1746,214.0,38367.0,0.00557771,2,0.0,0,1,0,0,0,0,0,0,0,0.00557771,0.00557771
1747,600.0,39975.0,0.015009381,2,0.0,0,1,0,0,0,0,0,0,0,0.015009381,0.015009381
1748,1560.0,13334.0,0.11699415,4,0.0,0,0,0,1,0,0,0,0,0,0.11699415,0.11699415
1749,60.0,15799.0,0.0037977088,3,0.0,0,0,1,0,0,0,0,0,0,0.0037977088,0.0037977088
1750,13.0,5230.0,0.0024856597,4,0.0,0,0,0,1,0,0,0,0,0,0.0024856597,0.0024856597
1751,131.0,4045.0,0.032385662,4,0.0,0,0,0,1,0,0,0,0,0,0.032385662,0.032385662
1752,10.0,890.0,0.011235955,6,0.69314718,0,0,0,0,0,1,0,0,0,0.011235955,0.011235955
1753,22.0,4823.0,0.0045614764,6,0.0,0,0,0,0,0,1,0,0,0,0.0045614764,0.0045614764
1754,2.0,2859.0,0.00069954532,6,0.0,0,0,0,0,0,1,0,0,0,0.00069954532,0.00069954532
1755,110.0,1860.0,0.059139784,6,0.0,0,0,0,0,0,1,0,0,0,0.059139784,0.059139784
1756,314.0,155843.0,0.0020148482,4,1.3862944,0,0,0,1,0,0,0,0,0,0.0020148482,0.0020148482
1757,10.0,1845.0,0.0054200543,4,0.0,0,0,0,1,0,0,0,0,0,0.0054200543,0.0054200543
1758,1.0,1205.0,0.00082987553,3,0.0,0,0,1,0,0,0,0,0,0,0.00082987553,0.00082987553
1759,74160.0,1405370.0,0.05276902,5,0.0,0,0,0,0,1,0,0,0,0,0.05913881283254176,0.05066492514151109
1760,3200.0,244019.0,0.013113733,8,0.0,0,0,0,0,0,0,0,1,0,0.013113733,0.013113733
1761,46051.0,795546.0,0.057886031,5,0.0,0,0,0,0,1,0,0,0,0,0.07542517004189374,0.05952427104940872
1762,263183.0,20431024.0,0.012881537,4,0.0,0,0,0,1,0,0,0,0,0,0.012881537,0.012881537
1763,10683.0,16586226.0,0.00064408866,8,1.0986123,0,0,0,0,0,0,0,1,0,0.00064408866,0.00064408866
1764,5250.0,11459010.0,0.00045815477,9,0.0,0,0,0,0,0,0,0,0,1,0.00045815477,0.00045815477
1765,3200.0,7497530.0,0.00042680724,4,1.0986123,0,0,0,1,0,0,0,0,0,0.00042680724,0.00042680724
1766,1000.0,8094067.0,0.00012354729,8,0.0,0,0,0,0,0,0,0,1,0,0.00012354729,0.00012354729
1767,999.0,8236038.0,0.00012129619,8,0.0,0,0,0,0,0,0,0,1,0,0.00012129619,0.00012129619
1768,2620.0,6042241.0,0.00043361395,8,0.0,0,0,0,0,0,0,0,1,0,0.00043361395,0.00043361395
1769,2960.0,5060349.0,0.0005849399,8,0.0,0,0,0,0,0,0,0,1,0,0.0005849399,0.0005849399
1770,5486.0,2000968.0,0.002741673,7,0.0,0,0,0,0,0,0,1,0,0,0.002741673,0.002741673
1771,7960.0,2352372.0,0.0033838185,7,0.0,0,0,0,0,0,0,1,0,0,0.0033838185,0.0033838185
1772,12575.0,3766690.0,0.0033384748,8,0.0,0,0,0,0,0,0,0,1,0,0.0033384748,0.0033384748
1773,8205.0,1338807.0,0.0061285906,8,1.0986123,0,0,0,0,0,0,0,1,0,0.0061285906,0.0061285906
1774,5266.0,2229820.0,0.0023616257,5,1.6094379,0,0,0,0,1,0,0,0,0,0.04548969584707722,0.35977782542755765
1775,13484.0,2680342.0,0.0050307014,4,0.0,0,0,0,1,0,0,0,0,0,0.0050307014,0.0050307014
1776,18925.0,2511213.0,0.0075361985,4,1.7917595,0,0,0,1,0,0,0,0,0,0.0075361985,0.0075361985
1777,7450.0,2784656.0,0.0026753754,8,0.0,0,0,0,0,0,0,0,1,0,0.0026753754,0.0026753754
1778,8400.0,2054532.0,0.0040885224,2,0.0,0,1,0,0,0,0,0,0,0,0.0040885224,0.0040885224
1779,200.0,1502287.0,0.00013313035,5,0.0,0,0,0,0,1,0,0,0,0,0.054215011198050764,0.05331560782070518
1780,21500.0,1125500.0,0.019102622,4,0.0,0,0,0,1,0,0,0,0,0,0.019102622,0.019102622
1781,800.0,1570850.0,0.00050927844,5,0.0,0,0,0,0,1,0,0,0,0,0.04775916208642514,0.04856825958291006
1782,32306.0,2289084.0,0.014113069,5,0.0,0,0,0,0,1,0,0,0,0,0.05683825524849425,0.05312973015113502
1783,21140.0,1966226.0,0.010751561,7,1.0986123,0,0,0,0,0,0,1,0,0,0.010751561,0.010751561
1784,60249.801,1467081.3,0.041067801,7,0.0,0,0,0,0,0,0,1,0,0,0.041067801,0.041067801
1785,72500.0,1340404.0,0.054088172,8,0.0,0,0,0,0,0,0,0,1,0,0.054088172,0.054088172
1786,50.0,888556.0,5.6271074e-05,6,2.0794415,0,0,0,0,0,1,0,0,0,5.6271074e-05,5.6271074e-05
1787,2020.0,1990340.0,0.001014902,4,3.2580965,0,0,0,1,0,0,0,0,0,0.001014902,0.001014902
1788,46000.0,968368.0,0.047502603,8,0.0,0,0,0,0,0,0,0,1,0,0.047502603,0.047502603
1789,9139.0,1293809.0,0.0070636394,8,0.0,0,0,0,0,0,0,0,1,0,0.0070636394,0.0070636394
1790,49540.0,981092.0,0.050494757,8,0.0,0,0,0,0,0,0,0,1,0,0.050494757,0.050494757
1791,17000.0,1074307.0,0.015824154,5,0.0,0,0,0,0,1,0,0,0,0,0.07196172793546772,0.053779743747962835
1792,208890.0,709497.0,0.29441985,4,1.0986123,0,0,0,1,0,0,0,0,0,0.29441985,0.29441985
